1.000000000000000056e-01 7.080156377004790613e+01 1.610062958899425078e+00 1.000000000000000000e+00
1.444444444444444586e-01 7.248525348130213786e+01 1.416056251673859956e+00 1.000000000000000000e+00
1.888888888888888840e-01 7.426201797832034401e+01 1.268153687809916885e+00 1.000000000000000000e+00
2.333333333333333648e-01 7.613031032062846748e+01 1.169619565962403795e+00 1.000000000000000000e+00
2.777777777777777901e-01 7.808840611446007074e+01 1.124138041467799942e+00 1.000000000000000000e+00
3.222222222222221877e-01 8.013444368994595379e+01 1.135802357566953136e+00 1.000000000000000000e+00
3.666666666666666963e-01 8.226646053438665263e+01 1.209102162993759721e+00 1.000000000000000000e+00
4.111111111111110938e-01 8.448242569264125734e+01 1.348909507194396173e+00 1.000000000000000000e+00
4.555555555555556024e-01 8.678026805102332730e+01 1.560464025306843583e+00 1.000000000000000000e+00
5.000000000000000000e-01 8.915790058362746606e+01 1.849357742352574663e+00 1.000000000000000000e+00
5.999999999999999778e-01 9.478855544185995541e+01 6.153619885783201404e-01 1.000000000000000000e+00
6.999999999999999556e-01 1.007894649539507981e+02 6.221849872027604977e-01 1.000000000000000000e+00
7.999999999999999334e-01 1.071386411740391509e+02 6.382870204805832781e-01 1.000000000000000000e+00
8.999999999999999112e-01 1.138156667194557912e+02 6.652910329243899579e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.208018547354302825e+02 7.050466416534274527e-01 1.000000000000000000e+00
1.100000000000000089e+00 1.280802637805253710e+02 7.596099512137167720e-01 1.000000000000000000e+00
1.199999999999999956e+00 1.356356249876605489e+02 8.312255297213723138e-01 1.000000000000000000e+00
1.300000000000000044e+00 1.434542215549096795e+02 9.223106513453780408e-01 1.000000000000000000e+00
1.399999999999999911e+00 1.515237470028266955e+02 1.035441692900415322e+00 1.000000000000000000e+00
1.500000000000000000e+00 1.598331587144544699e+02 1.173342468957331519e+00 1.000000000000000000e+00
1.600000000000000089e+00 1.683725364357482022e+02 1.338874254794962360e+00 1.000000000000000000e+00
1.699999999999999734e+00 1.771329509057275118e+02 1.535027249091072576e+00 1.000000000000000000e+00
1.799999999999999822e+00 1.861063449327365333e+02 1.764913249344439272e+00 1.000000000000000000e+00
1.899999999999999911e+00 1.952854275056258473e+02 2.031759341405082520e+00 1.000000000000000000e+00
2.000000000000000000e+00 2.046635805397726244e+02 2.338902434008832465e+00 1.000000000000000000e+00
2.100000000000000089e+00 2.142347773388572989e+02 2.689784496787908985e+00 1.000000000000000000e+00
2.199999999999999734e+00 2.239935116237889474e+02 3.087948384559681347e+00 1.000000000000000000e+00
2.299999999999999822e+00 2.339347359222915941e+02 3.537034151448405606e+00 1.000000000000000000e+00
2.399999999999999911e+00 2.440538081512956694e+02 4.040775775725472307e+00 1.000000000000000000e+00
2.500000000000000000e+00 2.543464453126876492e+02 4.602998230534542046e+00 1.000000000000000000e+00
2.600000000000000089e+00 2.648086833328472380e+02 5.227614847337634707e+00 1.000000000000000000e+00
2.700000000000000178e+00 2.754368421912182612e+02 5.918624928407787422e+00 1.000000000000000000e+00
2.799999999999999822e+00 2.862274955937564869e+02 6.680111572391613350e+00 1.000000000000000000e+00
2.899999999999999911e+00 2.971774445488416063e+02 7.516239683204935851e+00 1.000000000000000000e+00
3.000000000000000000e+00 3.082836942942004157e+02 8.431254137586041253e+00 1.000000000000000000e+00
