5.999999999999999778e-01 1.041745362137899775e+02 4.573634184828152538e-01 1.000000000000000000e+00
6.583333333333333259e-01 1.079738241271754333e+02 4.494541976822719609e-01 1.000000000000000000e+00
7.166666666666666741e-01 1.119066845372245353e+02 4.430867734860897134e-01 1.000000000000000000e+00
7.749999999999999112e-01 1.159684375280716466e+02 4.384516175140081296e-01 1.000000000000000000e+00
8.333333333333332593e-01 1.201546109700011300e+02 4.357625103438364511e-01 1.000000000000000000e+00
8.916666666666666075e-01 1.244609521617324646e+02 4.352552989727224708e-01 1.000000000000000000e+00
9.499999999999999556e-01 1.288834325838720076e+02 4.371867000745238707e-01 1.000000000000000000e+00
1.008333333333333304e+00 1.334182474292125278e+02 4.418331644505924527e-01 1.000000000000000000e+00
1.066666666666666652e+00 1.380618112853418324e+02 4.494898116468993288e-01 1.000000000000000000e+00
1.125000000000000000e+00 1.428107510815021897e+02 4.604694389258868203e-01 1.000000000000000000e+00
1.183333333333333348e+00 1.476618971815134955e+02 4.751016053358967373e-01 1.000000000000000000e+00
1.241666666666666696e+00 1.526122733094346984e+02 4.937317892345055581e-01 1.000000000000000000e+00
1.299999999999999822e+00 1.576590858329863920e+02 5.167206160503051704e-01 1.000000000000000000e+00
1.358333333333333393e+00 1.627997127984045562e+02 5.444431521067539803e-01 1.000000000000000000e+00
1.416666666666666519e+00 1.680316930054108866e+02 5.772882598173323387e-01 1.000000000000000000e+00
1.475000000000000089e+00 1.733527153283125131e+02 6.156580093644301588e-01 1.000000000000000000e+00
1.533333333333333215e+00 1.787606084250298863e+02 6.599671419963371033e-01 1.000000000000000000e+00
1.591666666666666563e+00 1.842533309266603112e+02 7.106425802432707606e-01 1.000000000000000000e+00
1.649999999999999911e+00 1.898289621630154329e+02 7.681229806099855173e-01 1.000000000000000000e+00
1.708333333333333037e+00 1.954856934519308993e+02 8.328583246099269255e-01 1.000000000000000000e+00
1.766666666666666607e+00 2.012218199599503237e+02 9.053095443364315154e-01 1.000000000000000000e+00
1.824999999999999734e+00 2.070357331275584443e+02 9.859481791012242313e-01 1.000000000000000000e+00
1.883333333333333304e+00 2.129259136421308085e+02 1.075256059996891445e+00 1.000000000000000000e+00
1.941666666666666430e+00 2.188909249351084725e+02 1.173725019550222459e+00 1.000000000000000000e+00
1.999999999999999556e+00 2.249294071757625773e+02 1.281856623922848160e+00 1.000000000000000000e+00
