1.000000000000000056e-01 7.781234806853692021e+01 1.769491699039852151e+00 1.000000000000000000e+00
1.444444444444444586e-01 7.966275705494057036e+01 1.556274410798928809e+00 1.000000000000000000e+00
1.888888888888888840e-01 8.161545711008098181e+01 1.393726506956177946e+00 1.000000000000000000e+00
2.333333333333333648e-01 8.366874811514438193e+01 1.285435517639500480e+00 1.000000000000000000e+00
2.777777777777777901e-01 8.582073492656590474e+01 1.235450403946871001e+00 1.000000000000000000e+00
3.222222222222221877e-01 8.806937153157214482e+01 1.248269722842659801e+00 1.000000000000000000e+00
3.666666666666666963e-01 9.041250108908320726e+01 1.328827688931532913e+00 1.000000000000000000e+00
4.111111111111110938e-01 9.284789153839417963e+01 1.482478782921632154e+00 1.000000000000000000e+00
4.555555555555556024e-01 9.537326668374787175e+01 1.714981469617957721e+00 1.000000000000000000e+00
5.000000000000000000e-01 9.798633284153713419e+01 2.032481497422225392e+00 1.000000000000000000e+00
5.999999999999999778e-01 1.041745362137899775e+02 6.762952496207399466e-01 1.000000000000000000e+00
8.666666666666666963e-01 1.226009264870296107e+02 7.198237420361168759e-01 1.000000000000000000e+00
1.133333333333333304e+00 1.434975858867406089e+02 8.588525792333883135e-01 1.000000000000000000e+00
1.399999999999999911e+00 1.665276572241576787e+02 1.137971326089931123e+00 1.000000000000000000e+00
1.666666666666666519e+00 1.914369720218254258e+02 1.611219542832699636e+00 1.000000000000000000e+00
1.933333333333333126e+00 2.180342513229361998e+02 2.340358080136725860e+00 1.000000000000000000e+00
2.199999999999999734e+00 2.461733917088642727e+02 3.393717620382322497e+00 1.000000000000000000e+00
2.466666666666666785e+00 2.757403544079791118e+02 4.845418574787166754e+00 1.000000000000000000e+00
2.733333333333333393e+00 3.066440350412906923e+02 6.774821019086917140e+00 1.000000000000000000e+00
3.000000000000000000e+00 3.388100042844366726e+02 9.266118524428364367e+00 1.000000000000000000e+00
